monthly_charges,total_charges,contract_type,tenure,tech_support,churn
54.65,3497.6,one year,25,,no
48.68,1849.84,month-to-month,41,yes,no
110.7,2546.1,,53,no,no
57.18,1601.04,one year,63,yes,yes
64.08,2691.36,two year,53,no,no
98.44,5807.96,month-to-month,16,no,no
77.28,1391.04,month-to-month,63,,no
42.2,1941.2,one year,6,,yes
77.16,848.76,two year,59,no,no
62.96,1196.24,two year,16,no,no
60.45,3566.55,month-to-month,38,yes,yes
107.47,6233.26,month-to-month,42,no,no
39.18,2311.62,month-to-month,63,no,no
64.91,2142.03,two year,53,,no
71.93,4459.66,two year,67,no,no
53.4,3257.4,one year,10,yes,no
59.79,1016.43,one year,47,no,no
82.38,329.52,one year,10,yes,no
113.26,3850.84,one year,8,no,no
84.75,5932.5,month-to-month,48,yes,no
65.41,719.51,one year,60,,no
94.44,2172.12,two year,30,yes,no
47.08,1553.64,one year,51,yes,yes
79.11,4271.94,month-to-month,18,no,yes
110.26,3087.28,two year,68,yes,yes
69.55,904.15,month-to-month,29,yes,no
70.89,1488.69,month-to-month,21,yes,yes
68.09,1566.07,one year,41,no,no
54.03,2107.17,one year,63,no,no
91.33,182.66,month-to-month,24,no,yes
72.31,2820.09,two year,26,yes,yes
82.28,1727.88,,68,yes,no
102.3,2352.9,two year,34,yes,no
102.75,6987,one year,60,yes,no
83.26,1248.9,one year,17,yes,no
51.69,1343.94,month-to-month,45,,yes
85.42,3331.38,two year,53,yes,no
28.01,56.02,one year,68,,yes
44.04,1981.8,month-to-month,32,yes,no
114.81,3673.92,month-to-month,17,yes,no
114.72,2294.4,month-to-month,66,yes,yes
,128.76,one year,43,yes,yes
62.17,497.36,one year,3,no,no
54.04,1945.44,,63,yes,yes
41.67,2833.56,one year,34,yes,no
29.7,1900.8,one year,41,no,yes
70.01,2380.34,one year,54,yes,no
60.63,1273.23,month-to-month,45,no,no
75.78,2424.96,month-to-month,49,no,no
59.7,3402.9,month-to-month,8,yes,yes
74.69,2091.32,one year,32,yes,no
64.55,1807.4,month-to-month,46,yes,no
71.76,4592.64,two year,34,,yes
81.83,2782.22,month-to-month,58,no,yes
107.15,6321.85,month-to-month,65,no,no
69.16,138.32,month-to-month,34,no,no
26.67,586.74,one year,55,yes,no
108.45,5314.05,month-to-month,16,yes,yes
53.5,3370.5,month-to-month,47,no,no
91.62,4214.52,one year,48,no,no
64.41,,month-to-month,21,no,no
90.89,636.23,,15,yes,no
86.92,2694.52,two year,28,yes,yes
118.12,7323.44,one year,66,no,yes
34.12,2115.44,two year,10,no,no
100.62,3823.56,month-to-month,38,yes,no
82.87,2900.45,month-to-month,34,no,no
108.19,7356.92,two year,66,,no
77.03,4621.8,one year,24,no,no
115.08,1265.88,two year,66,yes,no
110.92,3549.44,two year,30,yes,no
55.68,2784,two year,56,no,no
35.97,179.85,month-to-month,36,yes,no
37.05,1222.65,one year,4,no,no
42.83,2998.1,two year,44,no,no
93.57,5520.63,one year,36,yes,yes
65.43,1570.32,month-to-month,10,no,yes
84.42,337.68,month-to-month,50,yes,no
33.4,2237.8,one year,60,no,no
88.01,3256.37,one year,6,no,no
94.05,3479.85,one year,50,yes,no
31.79,731.17,two year,45,no,no
77.08,4547.72,month-to-month,14,yes,yes
98.33,5113.16,two year,26,no,no
70.57,705.7,two year,49,no,no
75.62,3100.42,month-to-month,56,,yes
114.61,7220.43,month-to-month,44,yes,no
105.25,5788.75,month-to-month,26,no,yes
24.92,323.96,one year,67,yes,no
55.44,2882.88,month-to-month,41,no,no
,1714.75,two year,44,yes,yes
102.53,1230.36,one year,57,no,yes
100.97,3231.04,two year,47,no,no
,389.06,one year,36,yes,no
65.12,911.68,month-to-month,11,no,no
78.77,1496.63,two year,39,no,no
52.09,2552.41,month-to-month,12,yes,no
73.53,3308.85,two year,32,no,yes
27.19,978.84,,62,no,yes
83.08,4652.48,two year,9,yes,yes
74.36,5205.2,two year,42,yes,no
116.16,3833.28,month-to-month,13,no,no
100.35,1404.9,two year,67,yes,no
114.73,1720.95,two year,23,no,no
107.15,3857.4,one year,66,yes,yes
71.74,4089.18,,1,yes,yes
32.06,224.42,two year,35,,yes
97.39,1655.63,month-to-month,50,no,no
23.93,1483.66,month-to-month,56,no,yes
34.26,2329.68,month-to-month,26,yes,no
88.7,2749.7,one year,25,yes,no
102.25,2760.75,month-to-month,26,yes,yes
96.35,1830.65,two year,19,yes,yes
69.83,3002.69,,23,no,no
62.27,2864.42,one year,21,no,no
57.22,2288.8,month-to-month,4,no,yes
93.74,6561.8,month-to-month,64,yes,no
106.61,5330.5,one year,32,no,no
,2354.14,month-to-month,58,yes,no
85.68,4798.08,two year,15,yes,yes
20.51,738.36,one year,60,no,no
81.34,325.36,two year,49,yes,no
112.33,1460.29,,8,no,no
94.97,2089.34,one year,4,,no
63.4,1838.6,month-to-month,30,,no
65.79,3223.71,month-to-month,39,no,yes
60.36,181.08,month-to-month,30,yes,yes
21.28,404.32,one year,17,yes,no
31.26,593.94,two year,16,yes,no
23.17,1575.56,two year,49,no,no
117.6,7408.8,month-to-month,6,no,yes
67.39,4380.35,month-to-month,24,no,yes
84.33,2529.9,one year,52,no,yes
42.59,1959.14,month-to-month,49,yes,no
,178.36,month-to-month,19,,no
52.32,2929.92,two year,4,no,no
78.33,1488.27,one year,26,,yes
119.62,1196.2,month-to-month,7,,no
50.84,254.2,two year,52,yes,no
87.3,2619,month-to-month,47,no,yes
113.34,7253.76,two year,12,yes,yes
29.21,1664.97,month-to-month,32,yes,yes
71.27,4775.09,two year,17,,no
44.34,2350.02,month-to-month,4,no,no
112.08,6276.48,month-to-month,65,,no
25.62,691.74,two year,49,no,no
113.85,4554,two year,63,no,no
44.97,89.94,one year,8,no,no
41.49,1410.66,two year,57,no,no
28.91,809.48,two year,67,yes,no
49.27,788.32,two year,45,yes,no
78.56,1021.28,two year,65,yes,yes
53.49,1497.72,month-to-month,31,no,no
47.79,,month-to-month,36,yes,no
20.07,441.54,one year,2,yes,yes
22.16,1019.36,one year,31,no,yes
110.42,5521,two year,4,no,no
33.59,2351.3,month-to-month,66,yes,no
39.55,1582,month-to-month,71,yes,no
42.46,339.68,one year,44,yes,yes
61.21,4345.91,two year,7,yes,no
37.39,1159.09,month-to-month,72,,no
64.83,777.96,month-to-month,5,yes,yes
84.75,3983.25,month-to-month,14,yes,no
94.74,1421.1,two year,16,yes,yes
37.24,111.72,month-to-month,53,yes,no
49.48,1583.36,one year,40,yes,no
32.43,1621.5,month-to-month,5,no,no
66.87,2340.45,two year,37,no,yes
60.45,2901.6,one year,28,,no
112,3136,two year,20,yes,no
50.93,814.88,month-to-month,9,no,yes
38.07,723.33,month-to-month,59,yes,no
53.72,3545.52,month-to-month,31,yes,no
96.95,6592.6,month-to-month,15,yes,yes
32.68,294.12,month-to-month,68,no,no
102.89,1954.91,two year,65,no,no
37.91,1819.68,two year,65,no,no
60.02,1140.38,month-to-month,31,yes,no
76.12,989.56,one year,60,yes,yes
26.29,1761.43,one year,30,yes,no
36.45,1166.4,month-to-month,41,no,yes
113.39,2267.8,one year,21,yes,yes
68.4,3488.4,two year,63,no,yes
32.25,1612.5,month-to-month,7,no,no
73.14,1901.64,month-to-month,8,no,no
23.95,1700.45,two year,10,,yes
45.46,1954.78,month-to-month,8,no,no
34.39,1134.87,month-to-month,22,,no
100.82,1209.84,month-to-month,10,,yes
99.88,2497,one year,47,yes,no
33.16,961.64,one year,7,yes,no
77.95,311.8,two year,54,no,no
39.5,1817,month-to-month,60,no,no
72.99,2043.72,,42,no,no
84.87,2546.1,two year,9,no,yes
50.62,1518.6,one year,34,yes,no
115.14,7599.24,one year,14,yes,yes
117.29,5278.05,month-to-month,3,no,no
68.74,3093.3,month-to-month,32,yes,no
100.18,4407.92,,71,no,no
44.7,,one year,23,yes,no
113.6,6588.8,one year,22,no,no
48.38,2757.66,one year,28,no,no
74.84,4191.04,,67,yes,yes
104.92,1468.88,one year,69,no,no
115.06,5983.12,month-to-month,19,no,no
47.32,899.08,one year,29,yes,no
74.42,2902.38,one year,68,no,yes
86.36,3454.4,one year,19,yes,yes
56.04,2914.08,,57,yes,no
76.83,3841.5,one year,54,,no
64.84,1685.84,month-to-month,60,yes,no
44.15,2693.15,month-to-month,48,no,no
109.13,6547.8,two year,55,yes,no
110.65,2766.25,one year,53,no,yes
70.84,4675.44,two year,72,no,no
77.23,5174.41,month-to-month,23,yes,no
54.24,,month-to-month,27,no,yes
84.23,2611.13,month-to-month,59,no,yes
80.5,4105.5,one year,10,no,no
65.72,3088.84,month-to-month,2,no,no
39.57,276.99,one year,18,yes,yes
77.67,,one year,11,yes,yes
115.78,694.68,month-to-month,12,yes,no
32.65,1338.65,one year,32,yes,yes
39.01,2769.71,two year,45,no,yes
52.06,676.78,month-to-month,58,no,yes
107.27,2896.29,one year,19,no,no
52.82,2588.18,one year,61,no,no
66.07,924.98,one year,37,no,no
,354.85,two year,33,yes,no
102.8,1130.8,one year,36,yes,yes
76.48,4894.72,one year,50,no,no
113.91,2847.75,two year,25,no,no
94.34,1698.12,one year,10,no,yes
25.12,1607.68,month-to-month,7,yes,no
79.09,2293.61,two year,14,,yes
63.23,1770.44,two year,48,no,no
36.65,513.1,month-to-month,45,yes,no
44.97,2698.2,two year,9,yes,no
84.18,4040.64,month-to-month,12,yes,no
38.14,2440.96,one year,47,yes,no
102.87,3600.45,two year,34,no,yes
22.92,756.36,one year,52,,yes
46.02,1656.72,month-to-month,20,,no
43.72,1573.92,one year,67,no,yes
59.18,3965.06,one year,7,no,yes
54.77,3121.89,two year,50,,no
37.83,2534.61,month-to-month,11,yes,yes
25.27,353.78,month-to-month,51,no,no
47.44,1091.12,one year,27,yes,no
78.8,,one year,55,no,no
29.39,,one year,6,no,no
,5797.47,month-to-month,31,yes,no
83.41,2418.89,two year,63,yes,yes
97.55,5560.35,one year,57,no,no
80.32,4096.32,one year,30,yes,no
63.8,701.8,month-to-month,44,yes,yes
43.83,613.62,two year,12,yes,no
113.61,1136.1,month-to-month,17,no,no
37.75,2265,month-to-month,48,no,yes
94.94,5791.34,two year,70,yes,yes
28.78,1352.66,month-to-month,19,no,no
31.73,190.38,month-to-month,19,no,no
99.05,792.4,one year,19,no,no
110.84,2549.32,month-to-month,58,yes,no
36.17,1844.67,month-to-month,69,no,yes
48.89,2737.84,one year,4,yes,no
106.73,6510.53,month-to-month,71,no,yes
33.12,2152.8,one year,36,no,yes
115.7,6247.8,two year,31,no,yes
71.46,3858.84,two year,8,no,yes
99.55,,two year,24,no,no
96.21,4040.82,month-to-month,57,yes,no
26.94,538.8,one year,35,no,no
39.5,355.5,two year,6,no,no
34.81,1113.92,two year,26,no,no
81.59,897.49,month-to-month,39,,no
29.14,990.76,two year,56,yes,no
55.68,3285.12,,43,yes,yes
105.15,7360.5,two year,36,no,yes
30.08,1744.64,month-to-month,56,yes,no
106.47,4684.68,month-to-month,71,yes,no
39.49,1777.05,month-to-month,60,no,no
74.5,2682,month-to-month,42,yes,no
91.64,1924.44,,68,no,no
27.51,1760.64,two year,5,yes,no
32.94,1416.42,two year,1,yes,no
40.11,80.22,one year,71,yes,no
36.48,510.72,one year,20,yes,no
31.01,1209.39,month-to-month,68,no,no
94.07,5738.27,month-to-month,56,yes,yes
115.09,7711.03,month-to-month,30,yes,no
70.49,2678.62,two year,33,no,no
76.95,1539,month-to-month,3,yes,no
21.67,758.45,month-to-month,58,yes,no
62.87,691.57,month-to-month,17,no,no
78.66,3067.74,one year,1,yes,no
45.26,2353.52,month-to-month,31,no,yes
90.41,3525.99,two year,70,yes,no
69.5,2224,month-to-month,16,no,no
50.14,350.98,one year,20,,no
29.09,29.09,month-to-month,15,no,no
108.76,5764.28,two year,56,yes,no
63.15,1641.9,month-to-month,15,no,no
90.7,2086.1,one year,41,no,yes
21.14,1057,month-to-month,27,yes,no
112.71,3494.01,month-to-month,34,no,yes
93.85,2440.1,one year,61,yes,no
20.14,1168.12,month-to-month,41,no,no
102.1,1939.9,month-to-month,21,yes,no
31.25,656.25,month-to-month,40,yes,no
90.78,5265.24,one year,18,yes,no
68.06,3947.48,one year,37,yes,no
21.43,21.43,month-to-month,14,no,yes
73.23,951.99,one year,46,yes,no
22.34,513.82,two year,70,yes,no
78.43,4392.08,one year,63,yes,no
50.43,3328.38,month-to-month,45,no,yes
116.54,2913.5,month-to-month,6,yes,no
114.21,7423.65,month-to-month,36,yes,no
113.83,1821.28,month-to-month,68,yes,no
45.28,3033.76,two year,10,,no
79.18,,,32,yes,no
78.52,5182.32,,50,,no
87.92,1494.64,one year,1,no,no
78.93,1736.46,month-to-month,55,yes,no
73.4,3009.4,one year,37,no,no
78.51,1334.67,month-to-month,45,no,no
60.85,1217,month-to-month,1,no,yes
30.61,336.71,month-to-month,30,no,no
44.53,1335.9,two year,11,yes,yes
49.89,1446.81,two year,15,yes,no
104.75,7332.5,two year,12,no,no
107.07,1713.12,two year,64,no,yes
101.01,4747.47,month-to-month,40,no,no
108.01,,one year,62,no,yes
64.41,3800.19,month-to-month,15,yes,no
105.39,7166.52,month-to-month,40,yes,yes
45,1980,one year,68,no,no
51.93,571.23,month-to-month,44,yes,yes
102.26,6442.38,one year,61,yes,yes
46.1,3134.8,one year,41,no,no
27.23,925.82,one year,33,yes,no
73.36,733.6,two year,72,yes,no
51.15,1023,month-to-month,37,yes,no
,1387.44,month-to-month,68,yes,no
46.45,2229.6,one year,18,yes,no
67.57,4324.48,month-to-month,71,,yes
90.37,2439.99,,64,,no
58.45,175.35,month-to-month,71,yes,no
116.4,2560.8,two year,60,no,no
64.64,2908.8,one year,55,yes,yes
24.01,1080.45,month-to-month,68,yes,no
20.91,271.83,two year,6,,no
60.66,2608.38,,4,,no
44.55,1291.95,month-to-month,46,no,yes
27.26,1744.64,one year,18,no,yes
85.92,4983.36,one year,15,,no
72.02,4393.22,month-to-month,22,no,yes
61.2,183.6,one year,58,no,no
40.83,2490.63,month-to-month,21,no,yes
38.35,2531.1,two year,71,yes,yes
93.27,5129.85,month-to-month,18,yes,yes
40.6,1948.8,,63,yes,no
32.97,2208.99,month-to-month,36,no,yes
98.89,5340.06,two year,63,yes,no
72.33,2097.57,month-to-month,61,no,no
80.38,4903.18,two year,43,no,yes
111.81,5478.69,month-to-month,31,no,no
21.66,844.74,one year,2,no,no
45.93,780.81,one year,39,no,no
68.85,4131,one year,62,no,no
38.08,2360.96,,59,no,no
84.59,1099.67,one year,7,no,yes
51.61,1341.86,one year,55,no,no
71.65,3510.85,one year,19,yes,yes
89.72,5383.2,one year,45,no,yes
55.3,3705.1,month-to-month,23,no,yes
91.86,1286.04,month-to-month,4,yes,no
79.63,4698.17,month-to-month,49,no,yes
93.18,5870.34,one year,26,yes,no
84.03,840.3,two year,28,no,yes
95.63,382.52,month-to-month,50,yes,no
105.98,529.9,,59,no,no
117.85,5067.55,month-to-month,5,yes,no
38.34,421.74,month-to-month,25,yes,no
100.94,908.46,two year,68,yes,no
58.35,1983.9,one year,57,no,no
93.74,3280.9,month-to-month,66,no,yes
77.81,,one year,5,yes,no
22.46,314.44,month-to-month,43,no,no
41.42,2195.26,month-to-month,28,yes,no
75.17,1202.72,month-to-month,34,yes,yes
34.93,1886.22,month-to-month,65,,no
116.93,1987.81,month-to-month,26,yes,no
48.97,1909.83,month-to-month,58,no,no
21.56,1315.16,one year,5,yes,yes
90.13,4867.02,one year,22,yes,yes
24.92,1445.36,,66,yes,no
63.05,1387.1,,14,no,no
97.16,1554.56,month-to-month,42,no,yes
70.47,4228.2,,67,,no
115.09,6329.95,two year,61,yes,yes
82.49,2392.21,two year,4,,no
42.81,470.91,one year,49,,no
49.99,1699.66,,8,yes,no
103.88,5401.76,month-to-month,65,yes,no
63.33,4433.1,one year,51,yes,no
63.48,3872.28,two year,71,yes,no
49.06,637.78,month-to-month,70,yes,no
25.02,1676.34,month-to-month,3,no,no
104.55,3031.95,month-to-month,5,no,no
99.54,2787.12,month-to-month,15,no,yes
21.8,1111.8,two year,59,yes,yes
42.05,630.75,month-to-month,38,no,no
78.56,3378.08,month-to-month,43,yes,no
106.53,4154.67,one year,70,yes,no
76.21,3124.61,two year,7,no,no
52,2184,month-to-month,43,no,yes
69.48,4446.72,one year,54,yes,no
40.97,2294.32,month-to-month,6,no,yes
116.28,1279.08,two year,36,no,no
99.47,4376.68,month-to-month,11,yes,yes
83,4980,month-to-month,7,no,no
113.91,7631.97,one year,65,yes,no
34.85,697,month-to-month,48,yes,no
96.22,1731.96,one year,11,yes,no
,3140.19,one year,42,no,no
66.5,931,one year,19,yes,yes
61.89,4146.63,one year,8,no,no
73.92,1034.88,two year,25,no,no
66.56,1064.96,two year,49,no,no
55.5,2664,month-to-month,6,yes,no
54.58,3547.7,two year,61,no,no
25.06,1704.08,one year,65,no,no
30.28,1816.8,two year,13,yes,yes
73.2,146.4,month-to-month,65,no,no
72.51,2320.32,one year,29,no,no
89.09,1425.44,month-to-month,46,yes,no
88.64,5495.68,two year,10,no,no
75.77,606.16,month-to-month,66,yes,no
115.6,4624,two year,44,no,no
50.86,3153.32,one year,20,no,no
113,1921,two year,23,no,yes
82.59,4459.86,two year,71,yes,yes
43.99,2331.47,month-to-month,22,yes,yes
62.44,1373.68,month-to-month,13,,no
39.91,2195.05,month-to-month,53,yes,no
36.02,2449.36,two year,72,no,no
69.62,2924.04,one year,36,no,yes
83.9,1258.5,one year,38,no,no
83.18,1081.34,two year,64,yes,yes
30.49,1341.56,one year,46,no,yes
81.56,2773.04,one year,7,yes,no
104.47,1671.52,one year,58,no,no
99.2,1884.8,month-to-month,60,,no
29.84,477.44,two year,8,,no
38.8,1202.8,two year,30,yes,yes
69.62,2924.04,month-to-month,14,no,yes
119.06,7024.54,month-to-month,69,yes,no
90.1,3964.4,month-to-month,32,no,no
64.29,835.77,two year,53,yes,no
50.34,1812.24,one year,29,no,no
107.71,3877.56,two year,36,yes,no
48.1,3415.1,one year,62,no,yes
21.62,194.58,one year,63,no,no
98.57,3154.24,one year,19,yes,no
103.02,618.12,two year,62,no,no
47.96,191.84,month-to-month,57,no,no
90.91,727.28,one year,58,yes,yes
,2227.16,one year,72,no,no
26.01,442.17,month-to-month,5,no,no
115.57,2658.11,month-to-month,18,no,no
,248.44,month-to-month,40,,yes
88.66,4787.64,month-to-month,35,yes,no
63.7,191.1,,55,yes,no
72.77,2983.57,,28,,no
54.63,1420.38,one year,57,no,no
48.58,145.74,one year,64,yes,no
76.73,,month-to-month,21,,no
50.09,601.08,one year,36,no,no
65.55,1114.35,two year,60,,no
61.9,2414.1,month-to-month,49,no,no
60.2,1926.4,two year,16,yes,no
,4058.16,two year,51,no,no
105.23,6734.72,month-to-month,3,yes,no
43.05,215.25,two year,66,no,no
54.19,1137.99,one year,10,yes,yes
84.72,6015.12,two year,15,no,no
86.74,1474.58,one year,5,yes,yes
45.02,540.24,two year,25,no,no
58.72,763.36,month-to-month,9,yes,no
73.76,1032.64,month-to-month,5,no,no
55.61,722.93,one year,36,yes,no
114.72,7915.68,two year,61,no,yes
44.58,1114.5,one year,36,no,no
94.44,5099.76,one year,67,yes,no
102.16,,month-to-month,47,no,yes
117.8,1531.4,two year,52,no,yes
42.78,2310.12,one year,11,no,no
114.9,3561.9,month-to-month,24,yes,no
65.01,3900.6,month-to-month,53,yes,no
97.52,1267.76,month-to-month,60,no,no
36.75,2021.25,one year,33,yes,no
73.92,887.04,one year,32,yes,no
119.49,2867.76,one year,62,yes,no
103.36,826.88,month-to-month,60,no,no
114.47,801.29,month-to-month,18,no,yes
102.14,919.26,one year,34,no,no
51.61,3251.43,one year,27,yes,no
91.87,1010.57,one year,68,yes,no
24.7,839.8,one year,46,,no
113.62,4317.56,one year,49,no,no
98.37,,month-to-month,64,,no
56.12,785.68,one year,56,yes,no
64.02,4161.3,month-to-month,10,no,no
89.22,4461,two year,54,yes,yes
36.91,1402.58,one year,36,no,no
118.11,6496.05,month-to-month,1,yes,no
58.04,1567.08,one year,24,yes,yes
35.47,1879.91,month-to-month,50,yes,no
69.79,2582.23,two year,3,yes,no
69.89,3843.95,two year,13,yes,no
41.38,2731.08,month-to-month,22,no,no
21.97,1164.41,two year,31,yes,no
82.82,579.74,one year,32,yes,no
22.33,692.23,one year,56,no,no
43.88,1930.72,month-to-month,48,yes,no
76.56,1914,month-to-month,44,,yes
84.28,5562.48,month-to-month,22,no,no
37.23,446.76,month-to-month,51,yes,yes
112.78,112.78,two year,2,yes,no
22.82,1026.9,two year,65,no,no
42.01,126.03,two year,37,,no
100.95,403.8,two year,46,,yes
41.55,,month-to-month,18,yes,yes
48.62,3208.92,one year,59,no,no
118.6,7709,month-to-month,41,yes,no
92.67,1575.39,one year,59,no,no
83,1245,month-to-month,1,yes,no
100.35,301.05,month-to-month,57,yes,no
41.78,668.48,month-to-month,70,no,no
68.26,4505.16,month-to-month,11,yes,no
92.9,557.4,month-to-month,53,yes,yes
38.18,1030.86,month-to-month,51,yes,yes
76.12,5328.4,two year,48,no,yes
34.55,1347.45,,71,no,yes
47.82,2677.92,two year,30,no,no
34.28,2125.36,month-to-month,29,,no
64.82,,two year,6,yes,yes
52.02,468.18,month-to-month,1,no,yes
83.69,5188.78,,24,,no
40.85,735.3,two year,26,no,yes
69.42,1249.56,month-to-month,27,,yes
26.33,631.92,one year,58,yes,no
33.01,759.23,month-to-month,4,no,no
44.99,2834.37,month-to-month,61,no,no
101.74,2136.54,month-to-month,41,yes,no
85.95,601.65,,14,yes,no
52.3,1359.8,one year,26,yes,no
109.51,7446.68,month-to-month,14,yes,no
47.42,3271.98,one year,32,no,no
94.97,2659.16,one year,10,no,no
103.81,5086.69,two year,29,no,no
70.5,3807,month-to-month,62,yes,no
23.98,311.74,two year,32,,no
103.21,2477.04,one year,39,no,no
22.58,203.22,month-to-month,38,no,no
92.49,6011.85,one year,30,yes,yes
60.72,2307.36,one year,47,no,no
,912.03,month-to-month,34,yes,no
52.54,2259.22,one year,52,yes,yes
104.22,,month-to-month,72,no,no
98.62,,month-to-month,69,yes,yes
57.15,3143.25,two year,54,no,no
114.34,8003.8,two year,15,no,yes
114.56,1489.28,two year,14,,no
50.48,555.28,two year,36,no,no
104.4,6159.6,one year,4,no,no
112.72,1916.24,one year,51,yes,no
55.08,2258.28,month-to-month,38,yes,yes
111.51,,one year,14,yes,no
79.73,1275.68,one year,26,yes,no
97.31,4768.19,month-to-month,66,yes,yes
68.45,684.5,month-to-month,47,no,yes
90.68,3264.48,month-to-month,8,yes,no
46.41,649.74,month-to-month,64,yes,yes
91.92,6434.4,month-to-month,52,yes,no
60.18,1143.42,one year,21,yes,no
98.86,5931.6,one year,39,no,no
110.84,7204.6,two year,67,yes,no
99.39,3876.21,month-to-month,69,no,yes
112.19,3814.46,month-to-month,4,no,yes
31.64,2024.96,month-to-month,32,yes,no
31.53,441.42,month-to-month,60,yes,no
54,2538,two year,39,no,yes
102.05,7041.45,two year,22,no,yes
81.94,3195.66,,30,,yes
26.19,1073.79,month-to-month,15,no,yes
108.17,1081.7,one year,69,yes,no
81.81,4826.79,one year,48,no,no
34.26,753.72,one year,51,no,no
99.25,1588,one year,26,yes,no
82.34,2717.22,two year,70,no,yes
113.17,1697.55,one year,15,no,no
74.06,2814.28,,8,no,yes
71.45,3715.4,two year,1,yes,yes
75.41,,month-to-month,26,no,no
59.88,2514.96,month-to-month,62,,yes
114.57,5384.79,month-to-month,33,yes,no
33.55,201.3,two year,9,yes,yes
32.75,753.25,two year,29,yes,no
100.81,2318.63,month-to-month,6,yes,yes
